200001,9.4
200002,57.2
200003,67.6
200004,9.8
200005,68.7
200006,189.2
200007,149.79999999999998
200008,37.4
200009,100.1
200010,123.89999999999999
200011,43.199999999999996
200012,30.400000000000002
200101,50.1
200102,116.89999999999999
200103,63.39999999999999
200104,115.39999999999999
200105,98.6
200106,275.40000000000003
200107,139.5
200108,115.89999999999999
200109,95.50000000000001
200110,85.69999999999999
200111,12.7
200112,23.500000000000004
200201,73.1
200202,27.700000000000003
200203,26.700000000000003
200204,161.2
200205,230.4
200206,82.2
200207,33.3
200208,56.4
200209,27.8
200210,111.79999999999998
200211,15.200000000000003
200212,0.0
200301,15.499999999999998
200302,42.6
200303,45.5
200304,102.6
200305,69.1
200306,146.5
200307,22.4
200308,24.0
200309,58.4
200310,37.199999999999996
200311,32.5
200312,100.70000000000002
200401,25.4
200402,34.0
200403,187.6
200404,53.5
200405,211.10000000000002
200406,127.09999999999998
200407,231.40000000000003
200408,234.5
200409,135.5
200410,77.39999999999998
200411,101.1
200412,10.9
200501,89.89999999999999
200502,77.5
200503,29.599999999999998
200504,43.3
200505,70.7
200506,211.1
200507,87.19999999999999
200508,285.6
200509,68.8
200510,49.0
200511,27.0
200512,34.300000000000004
200601,14.3
200602,2.3
200603,72.39999999999999
200604,62.9
200605,50.49999999999999
200606,42.3
200607,69.4
200608,201.39999999999998
200609,39.7
200610,120.4
200611,65.8
200612,79.0
200701,34.2
200702,56.4
200703,124.3
200704,93.59999999999998
200705,334.90000000000003
200706,149.0
200707,41.099999999999994
200708,59.39999999999999
200709,94.30000000000001
200710,159.8
200711,10.899999999999999
200712,78.39999999999999
200801,37.9
200802,73.39999999999999
200803,73.7
200804,164.6
200805,117.8
200806,182.8
200807,309.8
200808,43.8
200809,206.09999999999997
200810,92.69999999999999
200811,60.49999999999999
200812,55.400000000000006
200901,3.7
200902,35.1
200903,156.5
200904,144.99999999999997
200905,99.5
200906,166.80000000000004
200907,153.9
200908,163.5
200909,56.300000000000004
200910,122.1
200911,34.3
200912,81.09999999999998
